연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
1,1,150,서울역(1),2022년1월,1050145
2,1,151,시청(1),2022년1월,508237
3,1,152,종각,2022년1월,796150
4,1,153,종로3가(1),2022년1월,601965
5,1,154,종로5가,2022년1월,552920
6,1,155,동대문(1),2022년1월,281274
7,1,156,신설동(1),2022년1월,338965
8,1,157,제기동,2022년1월,492913
9,1,158,청량리,2022년1월,544757
10,1,159,동묘앞(1),2022년1월,255518
11,2,201,시청(2),2022년1월,504488
12,2,202,을지로입구,2022년1월,952048
13,2,203,을지로3가(2),2022년1월,524327
14,2,204,을지로4가(2),2022년1월,303297
15,2,205,동대문역사문화공원(2),2022년1월,356653
16,2,206,신당(2),2022년1월,371778
17,2,207,상왕십리,2022년1월,350972
18,2,208,왕십리(2),2022년1월,346966
19,2,209,한양대,2022년1월,170492
20,2,210,뚝섬,2022년1월,576861
21,2,211,성수,2022년1월,984953
22,2,212,건대입구(2),2022년1월,1016924
23,2,213,구의,2022년1월,595740
24,2,214,강변,2022년1월,783866
25,2,215,잠실나루,2022년1월,337170
26,2,216,잠실(2),2022년1월,1818865
27,2,217,잠실새내,2022년1월,550080
28,2,218,종합운동장(2),2022년1월,207320
29,2,219,삼성,2022년1월,1273126
30,2,220,선릉,2022년1월,1163713
31,2,221,역삼,2022년1월,1352638
32,2,222,강남,2022년1월,2149571
33,2,223,교대(2),2022년1월,902146
34,2,224,서초,2022년1월,502350
35,2,225,방배,2022년1월,416331
36,2,226,사당(2),2022년1월,1032181
37,2,227,낙성대,2022년1월,677609
38,2,228,서울대입구,2022년1월,1205414
39,2,229,봉천,2022년1월,568513
40,2,230,신림,2022년1월,1609570
41,2,231,신대방,2022년1월,664763
42,2,232,구로디지털단지,2022년1월,1457395
43,2,233,대림(2),2022년1월,638186
44,2,234,신도림,2022년1월,1215029
45,2,235,문래,2022년1월,527164
46,2,236,영등포구청(2),2022년1월,572004
47,2,237,당산,2022년1월,517697
48,2,238,합정(2),2022년1월,859535
49,2,239,홍대입구,2022년1월,1589013
50,2,240,신촌,2022년1월,870854
51,2,241,이대,2022년1월,338601
52,2,242,아현,2022년1월,245880
53,2,243,충정로(2),2022년1월,250860
54,2,244,용답,2022년1월,74682
55,2,245,신답,2022년1월,48257
56,2,246,신설동(2),2022년1월,101233
57,2,247,도림천,2022년1월,36168
58,2,248,양천구청,2022년1월,182442
59,2,249,신정네거리,2022년1월,272239
60,2,250,용두,2022년1월,65638
61,3,309,지축,2022년1월,109941
62,3,310,구파발,2022년1월,503574
63,3,311,연신내(3),2022년1월,899611
64,3,312,불광(3),2022년1월,451915
65,3,313,녹번,2022년1월,352932
66,3,314,홍제,2022년1월,417966
67,3,315,무악재,2022년1월,101530
68,3,316,독립문,2022년1월,179555
69,3,317,경복궁,2022년1월,487013
70,3,318,안국,2022년1월,514732
71,3,319,종로3가(3),2022년1월,289868
72,3,320,을지로3가(3),2022년1월,253470
73,3,322,동대입구,2022년1월,202457
74,3,323,약수(3),2022년1월,315200
75,3,324,금호,2022년1월,196360
76,3,325,옥수,2022년1월,242273
77,3,326,압구정,2022년1월,887756
78,3,327,신사,2022년1월,850248
79,3,328,잠원,2022년1월,117831
80,3,329,고속터미널(3),2022년1월,1181815
81,3,330,교대(3),2022년1월,215988
82,3,331,남부터미널,2022년1월,756252
83,3,332,양재,2022년1월,1009461
84,3,333,매봉,2022년1월,290192
85,3,334,도곡,2022년1월,133829
86,3,335,대치,2022년1월,298642
87,3,336,학여울,2022년1월,48960
88,3,337,대청,2022년1월,231441
89,3,338,일원,2022년1월,235542
90,3,339,수서,2022년1월,455512
91,3,340,가락시장(3),2022년1월,224663
92,3,341,경찰병원,2022년1월,182696
93,3,342,오금(3),2022년1월,139179
94,4,409,당고개,2022년1월,306225
95,4,410,상계,2022년1월,455333
96,4,411,노원(4),2022년1월,552401
97,4,412,창동,2022년1월,705283
98,4,413,쌍문,2022년1월,689609
99,4,414,수유,2022년1월,872885
100,4,415,미아,2022년1월,361243
101,4,416,미아사거리,2022년1월,688805
102,4,417,길음,2022년1월,498395
103,4,418,성신여대입구,2022년1월,501104
104,4,419,한성대입구,2022년1월,324955
105,4,420,혜화,2022년1월,853710
106,4,421,동대문(4),2022년1월,467288
107,4,422,동대문역사문화공원(4),2022년1월,347051
108,4,423,충무로(4),2022년1월,616151
109,4,424,명동,2022년1월,485661
110,4,425,회현,2022년1월,620848
111,4,426,서울역(4),2022년1월,418726
112,4,427,숙대입구,2022년1월,309018
113,4,428,삼각지(4),2022년1월,140896
114,4,429,신용산,2022년1월,434689
115,4,430,이촌,2022년1월,216938
116,4,431,동작,2022년1월,56311
117,4,432,이수(총신대입구),2022년1월,525128
118,4,433,사당(4),2022년1월,543708
119,4,434,남태령,2022년1월,26136
120,5,2511,방화,2022년1월,164770
121,5,2512,개화산,2022년1월,136797
122,5,2513,김포공항(5),2022년1월,213699
123,5,2514,송정,2022년1월,160854
124,5,2515,마곡,2022년1월,259550
125,5,2516,발산,2022년1월,515061
126,5,2517,우장산,2022년1월,359430
127,5,2518,화곡,2022년1월,676917
128,5,2519,까치산(5),2022년1월,718858
129,5,2520,신정,2022년1월,288096
130,5,2521,목동,2022년1월,453101
131,5,2522,오목교,2022년1월,597351
132,5,2523,양평(5),2022년1월,185417
133,5,2524,영등포구청(5),2022년1월,102469
134,5,2525,영등포시장,2022년1월,269277
135,5,2526,신길(5),2022년1월,112251
136,5,2527,여의도(5),2022년1월,700945
137,5,2528,여의나루,2022년1월,252209
138,5,2529,마포,2022년1월,356675
139,5,2530,공덕(5),2022년1월,349980
140,5,2531,애오개,2022년1월,166152
141,5,2532,충정로(5),2022년1월,112256
142,5,2533,서대문,2022년1월,442101
143,5,2534,광화문,2022년1월,727329
144,5,2535,종로3가(5),2022년1월,329627
145,5,2536,을지로4가(5),2022년1월,148631
146,5,2537,동대문역사문화공원(5),2022년1월,81909
147,5,2538,청구(5),2022년1월,91799
148,5,2539,신금호,2022년1월,164434
149,5,2540,행당,2022년1월,185146
150,5,2541,왕십리(5),2022년1월,137199
151,5,2542,마장,2022년1월,142024
152,5,2543,답십리,2022년1월,389303
153,5,2544,장한평,2022년1월,465681
154,5,2545,군자(5),2022년1월,319219
155,5,2546,아차산,2022년1월,373954
156,5,2547,광나루,2022년1월,309642
157,5,2548,천호(5),2022년1월,479514
158,5,2549,강동,2022년1월,453658
159,5,2550,길동,2022년1월,220002
160,5,2551,굽은다리,2022년1월,236168
161,5,2552,명일,2022년1월,228358
162,5,2553,고덕,2022년1월,236401
163,5,2554,상일동,2022년1월,358965
164,5,2555,둔촌동,2022년1월,223167
165,5,2556,올림픽공원(5),2022년1월,92674
166,5,2557,방이,2022년1월,190890
167,5,2558,오금(5),2022년1월,90348
168,5,2559,개롱,2022년1월,168210
169,5,2560,거여,2022년1월,220320
170,5,2561,마천,2022년1월,175071
171,5,2562,강일,2022년1월,97714
172,5,2563,미사,2022년1월,413435
173,5,2564,하남풍산,2022년1월,108695
174,5,2565,하남시청,2022년1월,165135
175,5,2566,하남검단산,2022년1월,149121
176,6,2611,응암,2022년1월,449325
177,6,2612,역촌,2022년1월,114780
178,6,2613,불광(6),2022년1월,109201
179,6,2614,독바위,2022년1월,75841
180,6,2616,구산,2022년1월,146016
181,6,2617,새절,2022년1월,301603
182,6,2618,증산,2022년1월,259603
183,6,2619,디지털미디어시티(6),2022년1월,363111
184,6,2620,월드컵경기장,2022년1월,110714
185,6,2621,마포구청,2022년1월,330193
186,6,2622,망원,2022년1월,415890
187,6,2623,합정(6),2022년1월,336297
188,6,2624,상수,2022년1월,253595
189,6,2625,광흥창,2022년1월,216780
190,6,2626,대흥,2022년1월,203063
191,6,2627,공덕(6),2022년1월,425653
192,6,2628,효창공원앞,2022년1월,157622
193,6,2629,삼각지(6),2022년1월,141142
194,6,2630,녹사평,2022년1월,126877
195,6,2631,이태원,2022년1월,279597
196,6,2632,한강진,2022년1월,274220
197,6,2633,버티고개,2022년1월,53540
198,6,2634,약수(6),2022년1월,90573
199,6,2635,청구(6),2022년1월,97280
200,6,2636,신당(6),2022년1월,214462
201,6,2637,동묘앞(6),2022년1월,211482
202,6,2638,창신,2022년1월,71440
203,6,2639,보문,2022년1월,169333
204,6,2640,안암,2022년1월,240127
205,6,2641,고려대,2022년1월,185201
206,6,2642,월곡,2022년1월,285837
207,6,2643,상월곡,2022년1월,140368
208,6,2644,돌곶이,2022년1월,222534
209,6,2645,석계(6),2022년1월,319028
210,6,2646,태릉입구(6),2022년1월,151593
211,6,2647,화랑대,2022년1월,228347
212,6,2648,봉화산,2022년1월,213604
213,7,2711,장암,2022년1월,24687
214,7,2712,도봉산(7),2022년1월,272831
215,7,2713,수락산,2022년1월,323034
216,7,2714,마들,2022년1월,312041
217,7,2715,노원(7),2022년1월,531219
218,7,2716,중계,2022년1월,321010
219,7,2717,하계,2022년1월,418172
220,7,2718,공릉,2022년1월,296534
221,7,2719,태릉입구(7),2022년1월,204138
222,7,2720,먹골,2022년1월,258366
223,7,2721,중화,2022년1월,270544
224,7,2722,상봉(7),2022년1월,415846
225,7,2723,면목,2022년1월,385088
226,7,2724,사가정,2022년1월,412663
227,7,2725,용마산,2022년1월,154214
228,7,2726,중곡,2022년1월,258588
229,7,2727,군자(7),2022년1월,309574
230,7,2728,어린이대공원,2022년1월,309880
231,7,2729,건대입구(7),2022년1월,341520
232,7,2730,뚝섬유원지,2022년1월,186658
233,7,2731,청담,2022년1월,516752
234,7,2732,강남구청,2022년1월,437211
235,7,2733,학동,2022년1월,605100
236,7,2734,논현,2022년1월,536648
237,7,2735,반포,2022년1월,141710
238,7,2736,고속터미널(7),2022년1월,351333
239,7,2737,내방,2022년1월,363854
240,7,2738,이수(7),2022년1월,393371
241,7,2739,남성,2022년1월,261691
242,7,2740,숭실대입구,2022년1월,298333
243,7,2741,상도,2022년1월,261811
244,7,2742,장승배기,2022년1월,228831
245,7,2743,신대방삼거리,2022년1월,405160
246,7,2744,보라매,2022년1월,240301
247,7,2745,신풍,2022년1월,284990
248,7,2746,대림(7),2022년1월,226286
249,7,2747,남구로,2022년1월,411168
250,7,2748,가산디지털단지(7),2022년1월,1047650
251,7,2749,철산,2022년1월,546684
252,7,2750,광명사거리,2022년1월,576190
253,7,2751,천왕,2022년1월,270701
254,7,2752,온수(7),2022년1월,231840
255,8,2811,암사,2022년1월,433625
256,8,2812,천호(8),2022년1월,453026
257,8,2813,강동구청,2022년1월,274227
258,8,2814,몽촌토성,2022년1월,158033
259,8,2815,잠실(8),2022년1월,454381
260,8,2816,석촌(8),2022년1월,237439
261,8,2817,송파,2022년1월,192614
262,8,2818,가락시장(8),2022년1월,222530
263,8,2819,문정,2022년1월,544591
264,8,2820,장지,2022년1월,428675
265,8,2821,복정(8),2022년1월,202364
266,8,2822,산성,2022년1월,137519
267,8,2823,남한산성입구,2022년1월,312081
268,8,2824,단대오거리,2022년1월,262600
269,8,2825,신흥,2022년1월,121922
270,8,2826,수진,2022년1월,127612
271,8,2827,모란(8),2022년1월,99865
272,8,2828,남위례,2022년1월,104846
273,9,4126,언주,2022년1월,45872
274,9,4127,선정릉,2022년1월,40652
275,9,4128,삼성중앙,2022년1월,30963
276,9,4129,봉은사,2022년1월,74610
277,9,4130,종합운동장(9),2022년1월,16683
278,9,4131,삼전,2022년1월,42627
279,9,4132,석촌고분,2022년1월,34831
280,9,4133,석촌(9),2022년1월,43540
281,9,4134,송파나루,2022년1월,37979
282,9,4135,한성백제,2022년1월,19822
283,9,4136,올림픽공원(9),2022년1월,34406
284,9,4137,둔촌오륜,2022년1월,8098
285,9,4138,중앙보훈병원,2022년1월,48370
286,1,150,서울역(1),2022년2월,860796
287,1,151,시청(1),2022년2월,440144
288,1,152,종각,2022년2월,656218
289,1,153,종로3가(1),2022년2월,510518
290,1,154,종로5가,2022년2월,471706
291,1,155,동대문(1),2022년2월,238236
292,1,156,신설동(1),2022년2월,295113
293,1,157,제기동,2022년2월,372954
294,1,158,청량리,2022년2월,441801
295,1,159,동묘앞(1),2022년2월,215082
296,2,201,시청(2),2022년2월,430487
297,2,202,을지로입구,2022년2월,777615
298,2,203,을지로3가(2),2022년2월,429759
299,2,204,을지로4가(2),2022년2월,255759
300,2,205,동대문역사문화공원(2),2022년2월,301202
301,2,206,신당(2),2022년2월,320347
302,2,207,상왕십리,2022년2월,301970
303,2,208,왕십리(2),2022년2월,297295
304,2,209,한양대,2022년2월,154756
305,2,210,뚝섬,2022년2월,490712
306,2,211,성수,2022년2월,838423
307,2,212,건대입구(2),2022년2월,851104
308,2,213,구의,2022년2월,514018
309,2,214,강변,2022년2월,638923
310,2,215,잠실나루,2022년2월,285017
311,2,216,잠실(2),2022년2월,1477610
312,2,217,잠실새내,2022년2월,464873
313,2,218,종합운동장(2),2022년2월,173400
314,2,219,삼성,2022년2월,1059088
315,2,220,선릉,2022년2월,975950
316,2,221,역삼,2022년2월,1120207
317,2,222,강남,2022년2월,1776051
318,2,223,교대(2),2022년2월,762388
319,2,224,서초,2022년2월,424874
320,2,225,방배,2022년2월,350208
321,2,226,사당(2),2022년2월,874715
322,2,227,낙성대,2022년2월,586050
323,2,228,서울대입구,2022년2월,1040368
324,2,229,봉천,2022년2월,494273
325,2,230,신림,2022년2월,1400344
326,2,231,신대방,2022년2월,577219
327,2,232,구로디지털단지,2022년2월,1234711
328,2,233,대림(2),2022년2월,543741
329,2,234,신도림,2022년2월,1040056
330,2,235,문래,2022년2월,449118
331,2,236,영등포구청(2),2022년2월,489372
332,2,237,당산,2022년2월,440238
333,2,238,합정(2),2022년2월,725253
334,2,239,홍대입구,2022년2월,1334659
335,2,240,신촌,2022년2월,745080
336,2,241,이대,2022년2월,295673
337,2,242,아현,2022년2월,212103
338,2,243,충정로(2),2022년2월,218550
339,2,244,용답,2022년2월,64776
340,2,245,신답,2022년2월,40695
341,2,246,신설동(2),2022년2월,86099
342,2,247,도림천,2022년2월,30681
343,2,248,양천구청,2022년2월,154105
344,2,249,신정네거리,2022년2월,229866
345,2,250,용두,2022년2월,53777
346,3,309,지축,2022년2월,93849
347,3,310,구파발,2022년2월,430677
348,3,311,연신내(3),2022년2월,776006
349,3,312,불광(3),2022년2월,390920
350,3,313,녹번,2022년2월,299983
351,3,314,홍제,2022년2월,364734
352,3,315,무악재,2022년2월,87910
353,3,316,독립문,2022년2월,159347
354,3,317,경복궁,2022년2월,422049
355,3,318,안국,2022년2월,431055
356,3,319,종로3가(3),2022년2월,250303
357,3,320,을지로3가(3),2022년2월,209178
358,3,322,동대입구,2022년2월,181003
359,3,323,약수(3),2022년2월,270419
360,3,324,금호,2022년2월,167206
361,3,325,옥수,2022년2월,204488
362,3,326,압구정,2022년2월,744003
363,3,327,신사,2022년2월,716252
364,3,328,잠원,2022년2월,99607
365,3,329,고속터미널(3),2022년2월,930741
366,3,330,교대(3),2022년2월,181697
367,3,331,남부터미널,2022년2월,631554
368,3,332,양재,2022년2월,846593
369,3,333,매봉,2022년2월,242407
370,3,334,도곡,2022년2월,114211
371,3,335,대치,2022년2월,250275
372,3,336,학여울,2022년2월,50901
373,3,337,대청,2022년2월,198555
374,3,338,일원,2022년2월,201849
375,3,339,수서,2022년2월,384416
376,3,340,가락시장(3),2022년2월,182340
377,3,341,경찰병원,2022년2월,153691
378,3,342,오금(3),2022년2월,119355
379,4,409,당고개,2022년2월,265551
380,4,410,상계,2022년2월,389833
381,4,411,노원(4),2022년2월,470285
382,4,412,창동,2022년2월,603989
383,4,413,쌍문,2022년2월,594031
384,4,414,수유,2022년2월,757705
385,4,415,미아,2022년2월,317296
386,4,416,미아사거리,2022년2월,592058
387,4,417,길음,2022년2월,427937
388,4,418,성신여대입구,2022년2월,430148
389,4,419,한성대입구,2022년2월,284339
390,4,420,혜화,2022년2월,715934
391,4,421,동대문(4),2022년2월,400956
392,4,422,동대문역사문화공원(4),2022년2월,292139
393,4,423,충무로(4),2022년2월,531067
394,4,424,명동,2022년2월,388747
395,4,425,회현,2022년2월,498483
396,4,426,서울역(4),2022년2월,338008
397,4,427,숙대입구,2022년2월,267117
398,4,428,삼각지(4),2022년2월,118690
399,4,429,신용산,2022년2월,353407
400,4,430,이촌,2022년2월,183300
401,4,431,동작,2022년2월,52087
402,4,432,이수(총신대입구),2022년2월,444404
403,4,433,사당(4),2022년2월,460391
404,4,434,남태령,2022년2월,22225
405,5,2511,방화,2022년2월,140197
406,5,2512,개화산,2022년2월,119563
407,5,2513,김포공항(5),2022년2월,182769
408,5,2514,송정,2022년2월,140896
409,5,2515,마곡,2022년2월,221023
410,5,2516,발산,2022년2월,440514
411,5,2517,우장산,2022년2월,305561
412,5,2518,화곡,2022년2월,585694
413,5,2519,까치산(5),2022년2월,623687
414,5,2520,신정,2022년2월,250824
415,5,2521,목동,2022년2월,385215
416,5,2522,오목교,2022년2월,503517
417,5,2523,양평(5),2022년2월,155814
418,5,2524,영등포구청(5),2022년2월,87362
419,5,2525,영등포시장,2022년2월,232020
420,5,2526,신길(5),2022년2월,97421
421,5,2527,여의도(5),2022년2월,578047
422,5,2528,여의나루,2022년2월,218948
423,5,2529,마포,2022년2월,300274
424,5,2530,공덕(5),2022년2월,290163
425,5,2531,애오개,2022년2월,142743
426,5,2532,충정로(5),2022년2월,94907
427,5,2533,서대문,2022년2월,365114
428,5,2534,광화문,2022년2월,592635
429,5,2535,종로3가(5),2022년2월,273149
430,5,2536,을지로4가(5),2022년2월,122185
431,5,2537,동대문역사문화공원(5),2022년2월,65793
432,5,2538,청구(5),2022년2월,79445
433,5,2539,신금호,2022년2월,143337
434,5,2540,행당,2022년2월,157635
435,5,2541,왕십리(5),2022년2월,116290
436,5,2542,마장,2022년2월,113136
437,5,2543,답십리,2022년2월,333161
438,5,2544,장한평,2022년2월,401137
439,5,2545,군자(5),2022년2월,273182
440,5,2546,아차산,2022년2월,322995
441,5,2547,광나루,2022년2월,265332
442,5,2548,천호(5),2022년2월,405858
443,5,2549,강동,2022년2월,392341
444,5,2550,길동,2022년2월,186998
445,5,2551,굽은다리,2022년2월,200707
446,5,2552,명일,2022년2월,194390
447,5,2553,고덕,2022년2월,201021
448,5,2554,상일동,2022년2월,300631
449,5,2555,둔촌동,2022년2월,190787
450,5,2556,올림픽공원(5),2022년2월,77513
451,5,2557,방이,2022년2월,161264
452,5,2558,오금(5),2022년2월,76027
453,5,2559,개롱,2022년2월,144811
454,5,2560,거여,2022년2월,193790
455,5,2561,마천,2022년2월,151982
456,5,2562,강일,2022년2월,84370
457,5,2563,미사,2022년2월,349904
458,5,2564,하남풍산,2022년2월,91285
459,5,2565,하남시청,2022년2월,142662
460,5,2566,하남검단산,2022년2월,127954
461,6,2611,응암,2022년2월,388101
462,6,2612,역촌,2022년2월,101441
463,6,2613,불광(6),2022년2월,94213
464,6,2614,독바위,2022년2월,64932
465,6,2616,구산,2022년2월,127746
466,6,2617,새절,2022년2월,260179
467,6,2618,증산,2022년2월,223567
468,6,2619,디지털미디어시티(6),2022년2월,306134
469,6,2620,월드컵경기장,2022년2월,97998
470,6,2621,마포구청,2022년2월,286314
471,6,2622,망원,2022년2월,346966
472,6,2623,합정(6),2022년2월,284537
473,6,2624,상수,2022년2월,216936
474,6,2625,광흥창,2022년2월,184453
475,6,2626,대흥,2022년2월,177080
476,6,2627,공덕(6),2022년2월,360597
477,6,2628,효창공원앞,2022년2월,136004
478,6,2629,삼각지(6),2022년2월,116391
479,6,2630,녹사평,2022년2월,106976
480,6,2631,이태원,2022년2월,237266
481,6,2632,한강진,2022년2월,217268
482,6,2633,버티고개,2022년2월,45805
483,6,2634,약수(6),2022년2월,77734
484,6,2635,청구(6),2022년2월,85542
485,6,2636,신당(6),2022년2월,184286
486,6,2637,동묘앞(6),2022년2월,184831
487,6,2638,창신,2022년2월,60016
488,6,2639,보문,2022년2월,149617
489,6,2640,안암,2022년2월,215127
490,6,2641,고려대,2022년2월,168651
491,6,2642,월곡,2022년2월,245476
492,6,2643,상월곡,2022년2월,120788
493,6,2644,돌곶이,2022년2월,192072
494,6,2645,석계(6),2022년2월,277135
495,6,2646,태릉입구(6),2022년2월,130673
496,6,2647,화랑대,2022년2월,197476
497,6,2648,봉화산,2022년2월,182130
498,7,2711,장암,2022년2월,21504
499,7,2712,도봉산(7),2022년2월,235932
500,7,2713,수락산,2022년2월,277991
501,7,2714,마들,2022년2월,269204
502,7,2715,노원(7),2022년2월,455431
503,7,2716,중계,2022년2월,276007
504,7,2717,하계,2022년2월,357550
505,7,2718,공릉,2022년2월,263981
506,7,2719,태릉입구(7),2022년2월,178146
507,7,2720,먹골,2022년2월,225006
508,7,2721,중화,2022년2월,235011
509,7,2722,상봉(7),2022년2월,353711
510,7,2723,면목,2022년2월,333616
511,7,2724,사가정,2022년2월,357308
512,7,2725,용마산,2022년2월,133573
513,7,2726,중곡,2022년2월,223959
514,7,2727,군자(7),2022년2월,268301
515,7,2728,어린이대공원,2022년2월,277433
516,7,2729,건대입구(7),2022년2월,286218
517,7,2730,뚝섬유원지,2022년2월,164320
518,7,2731,청담,2022년2월,442304
519,7,2732,강남구청,2022년2월,375360
520,7,2733,학동,2022년2월,511361
521,7,2734,논현,2022년2월,454229
522,7,2735,반포,2022년2월,120684
523,7,2736,고속터미널(7),2022년2월,288628
524,7,2737,내방,2022년2월,308945
525,7,2738,이수(7),2022년2월,336092
526,7,2739,남성,2022년2월,227842
527,7,2740,숭실대입구,2022년2월,257721
528,7,2741,상도,2022년2월,224353
529,7,2742,장승배기,2022년2월,199409
530,7,2743,신대방삼거리,2022년2월,350300
531,7,2744,보라매,2022년2월,206285
532,7,2745,신풍,2022년2월,245519
533,7,2746,대림(7),2022년2월,184911
534,7,2747,남구로,2022년2월,350956
535,7,2748,가산디지털단지(7),2022년2월,878386
536,7,2749,철산,2022년2월,457858
537,7,2750,광명사거리,2022년2월,484584
538,7,2751,천왕,2022년2월,229551
539,7,2752,온수(7),2022년2월,199122
540,8,2811,암사,2022년2월,367140
541,8,2812,천호(8),2022년2월,383927
542,8,2813,강동구청,2022년2월,232965
543,8,2814,몽촌토성,2022년2월,134081
544,8,2815,잠실(8),2022년2월,370861
545,8,2816,석촌(8),2022년2월,200861
546,8,2817,송파,2022년2월,164651
547,8,2818,가락시장(8),2022년2월,179229
548,8,2819,문정,2022년2월,458992
549,8,2820,장지,2022년2월,361713
550,8,2821,복정(8),2022년2월,172456
551,8,2822,산성,2022년2월,116044
552,8,2823,남한산성입구,2022년2월,267959
553,8,2824,단대오거리,2022년2월,225369
554,8,2825,신흥,2022년2월,105592
555,8,2826,수진,2022년2월,110245
556,8,2827,모란(8),2022년2월,83701
557,8,2828,남위례,2022년2월,95066
558,9,4126,언주,2022년2월,38833
559,9,4127,선정릉,2022년2월,34655
560,9,4128,삼성중앙,2022년2월,26940
561,9,4129,봉은사,2022년2월,63552
562,9,4130,종합운동장(9),2022년2월,14534
563,9,4131,삼전,2022년2월,37848
564,9,4132,석촌고분,2022년2월,30717
565,9,4133,석촌(9),2022년2월,38256
566,9,4134,송파나루,2022년2월,33290
567,9,4135,한성백제,2022년2월,17351
568,9,4136,올림픽공원(9),2022년2월,28893
569,9,4137,둔촌오륜,2022년2월,7458
570,9,4138,중앙보훈병원,2022년2월,42486
571,1,150,서울역(1),2022년3월,954476
572,1,151,시청(1),2022년3월,506303
573,1,152,종각,2022년3월,736862
574,1,153,종로3가(1),2022년3월,568693
575,1,154,종로5가,2022년3월,546946
576,1,155,동대문(1),2022년3월,274331
577,1,156,신설동(1),2022년3월,336238
578,1,157,제기동,2022년3월,442927
579,1,158,청량리,2022년3월,511722
580,1,159,동묘앞(1),2022년3월,252935
581,2,201,시청(2),2022년3월,477591
582,2,202,을지로입구,2022년3월,878261
