연번,호선,고유역번호(외부역코드),역명,수송연월,하차인원수
1157,2,207,상왕십리,2022년5월,396122
1158,2,208,왕십리(2),2022년5월,429714
1159,2,209,한양대,2022년5월,454255
1160,2,210,뚝섬,2022년5월,692200
1161,2,211,성수,2022년5월,1138897
1162,2,212,건대입구(2),2022년5월,1249058
1163,2,213,구의,2022년5월,657066
1164,2,214,강변,2022년5월,946081
1165,2,215,잠실나루,2022년5월,402209
1166,2,216,잠실(2),2022년5월,2170807
1167,2,217,잠실새내,2022년5월,647725
1168,2,218,종합운동장(2),2022년5월,483448
1169,2,219,삼성,2022년5월,1456017
1170,2,220,선릉,2022년5월,1317615
1171,2,221,역삼,2022년5월,1491198
1172,2,222,강남,2022년5월,2364056
1173,2,223,교대(2),2022년5월,1054506
1174,2,224,서초,2022년5월,579169
1175,2,225,방배,2022년5월,543759
1176,2,226,사당(2),2022년5월,1303682
1177,2,227,낙성대,2022년5월,789405
1178,2,228,서울대입구,2022년5월,1397809
1179,2,229,봉천,2022년5월,629029
1180,2,230,신림,2022년5월,1808289
1181,2,231,신대방,2022년5월,763841
1182,2,232,구로디지털단지,2022년5월,1622434
1183,2,233,대림(2),2022년5월,731321
1184,2,234,신도림,2022년5월,1456051
1185,2,235,문래,2022년5월,627994
1186,2,236,영등포구청(2),2022년5월,635898
1187,2,237,당산,2022년5월,636530
1188,2,238,합정(2),2022년5월,1041508
1189,2,239,홍대입구,2022년5월,2014237
1190,2,240,신촌,2022년5월,1063692
1191,2,241,이대,2022년5월,441007
1192,2,242,아현,2022년5월,292997
1193,2,243,충정로(2),2022년5월,294655
1194,2,244,용답,2022년5월,95835
1195,2,245,신답,2022년5월,53323
1196,2,246,신설동(2),2022년5월,109190
1197,2,247,도림천,2022년5월,39466
1198,2,248,양천구청,2022년5월,206923
1199,2,249,신정네거리,2022년5월,311631
1200,2,250,용두,2022년5월,68573
1201,3,309,지축,2022년5월,140789
1202,3,310,구파발,2022년5월,614372
1203,3,311,연신내(3),2022년5월,1030176
1204,3,312,불광(3),2022년5월,532746
1205,3,313,녹번,2022년5월,402515
1206,3,314,홍제,2022년5월,504683
1207,3,315,무악재,2022년5월,120121
1208,3,316,독립문,2022년5월,241038
1209,3,317,경복궁,2022년5월,886867
1210,3,318,안국,2022년5월,745264
1211,3,319,종로3가(3),2022년5월,345204
1212,3,320,을지로3가(3),2022년5월,303918
1213,3,322,동대입구,2022년5월,301186
1214,3,323,약수(3),2022년5월,372210
1215,3,324,금호,2022년5월,215804
1216,3,325,옥수,2022년5월,282408
1217,3,326,압구정,2022년5월,973227
1218,3,327,신사,2022년5월,932156
1219,3,328,잠원,2022년5월,140253
1220,3,329,고속터미널(3),2022년5월,1433054
1221,3,330,교대(3),2022년5월,262827
1222,3,331,남부터미널,2022년5월,871821
1223,3,332,양재,2022년5월,1172155
1224,3,333,매봉,2022년5월,332329
1225,3,334,도곡,2022년5월,159736
1226,3,335,대치,2022년5월,321799
1227,3,336,학여울,2022년5월,86375
1228,3,337,대청,2022년5월,267227
1229,3,338,일원,2022년5월,278706
1230,3,339,수서,2022년5월,533421
1231,3,340,가락시장(3),2022년5월,253730
1232,3,341,경찰병원,2022년5월,200346
1233,3,342,오금(3),2022년5월,163371
1234,4,409,당고개,2022년5월,253519
1235,4,410,상계,2022년5월,536356
1236,4,411,노원(4),2022년5월,658955
1237,4,412,창동,2022년5월,810901
1238,4,413,쌍문,2022년5월,783574
1239,4,414,수유,2022년5월,1009941
1240,4,415,미아,2022년5월,427784
1241,4,416,미아사거리,2022년5월,791389
1242,4,417,길음,2022년5월,629486
1243,4,418,성신여대입구,2022년5월,609769
1244,4,419,한성대입구,2022년5월,429146
1245,4,420,혜화,2022년5월,1073360
1246,4,421,동대문(4),2022년5월,587551
1247,4,422,동대문역사문화공원(4),2022년5월,404130
1248,4,423,충무로(4),2022년5월,799569
1249,4,424,명동,2022년5월,652032
1250,4,425,회현,2022년5월,770700
1251,4,426,서울역(4),2022년5월,553649
1252,4,427,숙대입구,2022년5월,406857
1253,4,428,삼각지(4),2022년5월,188929
1254,4,429,신용산,2022년5월,528477
1255,4,430,이촌,2022년5월,312016
1256,4,431,동작,2022년5월,80550
1257,4,432,이수(총신대입구),2022년5월,616940
1258,4,433,사당(4),2022년5월,701804
1259,4,434,남태령,2022년5월,33800
1260,5,2511,방화,2022년5월,191280
1261,5,2512,개화산,2022년5월,157223
1262,5,2513,김포공항(5),2022년5월,243416
1263,5,2514,송정,2022년5월,183368
1264,5,2515,마곡,2022년5월,294784
1265,5,2516,발산,2022년5월,617179
1266,5,2517,우장산,2022년5월,418117
1267,5,2518,화곡,2022년5월,766864
1268,5,2519,까치산(5),2022년5월,799377
1269,5,2520,신정,2022년5월,324215
1270,5,2521,목동,2022년5월,510750
1271,5,2522,오목교,2022년5월,673348
1272,5,2523,양평(5),2022년5월,198208
1273,5,2524,영등포구청(5),2022년5월,118254
1274,5,2525,영등포시장,2022년5월,308046
1275,5,2526,신길(5),2022년5월,124478
1276,5,2527,여의도(5),2022년5월,811999
1277,5,2528,여의나루,2022년5월,574897
1278,5,2529,마포,2022년5월,401652
1279,5,2530,공덕(5),2022년5월,409558
1280,5,2531,애오개,2022년5월,186676
1281,5,2532,충정로(5),2022년5월,126493
1282,5,2533,서대문,2022년5월,531651
1283,5,2534,광화문,2022년5월,908793
1284,5,2535,종로3가(5),2022년5월,417516
1285,5,2536,을지로4가(5),2022년5월,174901
1286,5,2537,동대문역사문화공원(5),2022년5월,87582
1287,5,2538,청구(5),2022년5월,103698
1288,5,2539,신금호,2022년5월,193580
1289,5,2540,행당,2022년5월,206975
1290,5,2541,왕십리(5),2022년5월,162067
1291,5,2542,마장,2022년5월,159179
1292,5,2543,답십리,2022년5월,426378
1293,5,2544,장한평,2022년5월,511586
1294,5,2545,군자(5),2022년5월,368841
1295,5,2546,아차산,2022년5월,462299
1296,5,2547,광나루,2022년5월,381071
1297,5,2548,천호(5),2022년5월,562630
1298,5,2549,강동,2022년5월,513854
1299,5,2550,길동,2022년5월,240439
1300,5,2551,굽은다리,2022년5월,271453
1301,5,2552,명일,2022년5월,265498
1302,5,2553,고덕,2022년5월,278955
1303,5,2554,상일동,2022년5월,399593
1304,5,2555,둔촌동,2022년5월,240669
1305,5,2556,올림픽공원(5),2022년5월,130987
1306,5,2557,방이,2022년5월,211896
1307,5,2558,오금(5),2022년5월,107298
1308,5,2559,개롱,2022년5월,192932
1309,5,2560,거여,2022년5월,283527
1310,5,2561,마천,2022년5월,206151
1311,5,2562,강일,2022년5월,122053
1312,5,2563,미사,2022년5월,484606
1313,5,2564,하남풍산,2022년5월,121906
1314,5,2565,하남시청,2022년5월,204977
1315,5,2566,하남검단산,2022년5월,181987
1316,6,2611,응암,2022년5월,503733
1317,6,2612,역촌,2022년5월,125083
1318,6,2613,불광(6),2022년5월,130088
1319,6,2614,독바위,2022년5월,86240
1320,6,2616,구산,2022년5월,162109
1321,6,2617,새절,2022년5월,353586
1322,6,2618,증산,2022년5월,294147
1323,6,2619,디지털미디어시티(6),2022년5월,430704
1324,6,2620,월드컵경기장,2022년5월,192199
1325,6,2621,마포구청,2022년5월,363643
1326,6,2622,망원,2022년5월,461197
1327,6,2623,합정(6),2022년5월,409329
1328,6,2624,상수,2022년5월,324443
1329,6,2625,광흥창,2022년5월,248455
1330,6,2626,대흥,2022년5월,256539
1331,6,2627,공덕(6),2022년5월,500031
1332,6,2628,효창공원앞,2022년5월,194304
1333,6,2629,삼각지(6),2022년5월,188332
1334,6,2630,녹사평,2022년5월,170880
1335,6,2631,이태원,2022년5월,426481
1336,6,2632,한강진,2022년5월,320472
1337,6,2633,버티고개,2022년5월,63645
1338,6,2634,약수(6),2022년5월,106207
1339,6,2635,청구(6),2022년5월,108339
1340,6,2636,신당(6),2022년5월,250360
1341,6,2637,동묘앞(6),2022년5월,256650
1342,6,2638,창신,2022년5월,87832
1343,6,2639,보문,2022년5월,200963
1344,6,2640,안암,2022년5월,415940
1345,6,2641,고려대,2022년5월,249247
1346,6,2642,월곡,2022년5월,341002
1347,6,2643,상월곡,2022년5월,173144
1348,6,2644,돌곶이,2022년5월,257271
1349,6,2645,석계(6),2022년5월,382476
1350,6,2646,태릉입구(6),2022년5월,224582
1351,6,2647,화랑대,2022년5월,281001
1352,6,2648,봉화산,2022년5월,243942
1353,7,2711,장암,2022년5월,32598
1354,7,2712,도봉산(7),2022년5월,342822
1355,7,2713,수락산,2022년5월,377692
1356,7,2714,마들,2022년5월,351058
1357,7,2715,노원(7),2022년5월,619678
1358,7,2716,중계,2022년5월,388912
1359,7,2717,하계,2022년5월,494555
1360,7,2718,공릉,2022년5월,368349
1361,7,2719,태릉입구(7),2022년5월,301922
1362,7,2720,먹골,2022년5월,289944
1363,7,2721,중화,2022년5월,309298
1364,7,2722,상봉(7),2022년5월,472391
1365,7,2723,면목,2022년5월,449958
1366,7,2724,사가정,2022년5월,473185
1367,7,2725,용마산,2022년5월,176240
1368,7,2726,중곡,2022년5월,291084
1369,7,2727,군자(7),2022년5월,343300
1370,7,2728,어린이대공원,2022년5월,496643
1371,7,2729,건대입구(7),2022년5월,429678
1372,7,2730,뚝섬유원지,2022년5월,382392
1373,7,2731,청담,2022년5월,596985
1374,7,2732,강남구청,2022년5월,492331
1375,7,2733,학동,2022년5월,669103
1376,7,2734,논현,2022년5월,593334
1377,7,2735,반포,2022년5월,170425
1378,7,2736,고속터미널(7),2022년5월,414717
1379,7,2737,내방,2022년5월,412954
1380,7,2738,이수(7),2022년5월,455508
1381,7,2739,남성,2022년5월,299728
1382,7,2740,숭실대입구,2022년5월,421412
1383,7,2741,상도,2022년5월,321502
1384,7,2742,장승배기,2022년5월,252688
1385,7,2743,신대방삼거리,2022년5월,456388
1386,7,2744,보라매,2022년5월,287746
1387,7,2745,신풍,2022년5월,329277
1388,7,2746,대림(7),2022년5월,251577
1389,7,2747,남구로,2022년5월,447319
1390,7,2748,가산디지털단지(7),2022년5월,1129291
1391,7,2749,철산,2022년5월,629256
1392,7,2750,광명사거리,2022년5월,636101
1393,7,2751,천왕,2022년5월,309686
1394,7,2752,온수(7),2022년5월,289938
1395,8,2811,암사,2022년5월,476744
1396,8,2812,천호(8),2022년5월,507871
1397,8,2813,강동구청,2022년5월,296579
1398,8,2814,몽촌토성,2022년5월,200185
1399,8,2815,잠실(8),2022년5월,522571
1400,8,2816,석촌(8),2022년5월,263653
1401,8,2817,송파,2022년5월,235851
1402,8,2818,가락시장(8),2022년5월,244045
1403,8,2819,문정,2022년5월,588560
1404,8,2820,장지,2022년5월,474948
1405,8,2821,복정(8),2022년5월,244613
1406,8,2822,산성,2022년5월,165644
1407,8,2823,남한산성입구,2022년5월,399896
1408,8,2824,단대오거리,2022년5월,309050
1409,8,2825,신흥,2022년5월,137095
1410,8,2826,수진,2022년5월,144996
1411,8,2827,모란(8),2022년5월,121740
1412,8,2828,남위례,2022년5월,159105
1413,9,4126,언주,2022년5월,51287
1414,9,4127,선정릉,2022년5월,46618
1415,9,4128,삼성중앙,2022년5월,36473
1416,9,4129,봉은사,2022년5월,87313
1417,9,4130,종합운동장(9),2022년5월,21345
1418,9,4131,삼전,2022년5월,46658
1419,9,4132,석촌고분,2022년5월,39068
1420,9,4133,석촌(9),2022년5월,50394
1421,9,4134,송파나루,2022년5월,43249
1422,9,4135,한성백제,2022년5월,23203
1423,9,4136,올림픽공원(9),2022년5월,44540
1424,9,4137,둔촌오륜,2022년5월,10772
1425,9,4138,중앙보훈병원,2022년5월,59953
1426,1,150,서울역(1),2022년6월,1315763
1427,1,151,시청(1),2022년6월,624554
1428,1,152,종각,2022년6월,940829
1429,1,153,종로3가(1),2022년6월,688964
1430,1,154,종로5가,2022년6월,650869
1431,1,155,동대문(1),2022년6월,320413
1432,1,156,신설동(1),2022년6월,362789
1433,1,157,제기동,2022년6월,493838
1434,1,158,청량리,2022년6월,578300
1435,1,159,동묘앞(1),2022년6월,283125
1436,2,201,시청(2),2022년6월,574942
1437,2,202,을지로입구,2022년6월,1097460
1438,2,203,을지로3가(2),2022년6월,616025
1439,2,204,을지로4가(2),2022년6월,345655
1440,2,205,동대문역사문화공원(2),2022년6월,431197
1441,2,206,신당(2),2022년6월,410277
1442,2,207,상왕십리,2022년6월,382075
1443,2,208,왕십리(2),2022년6월,394834
1444,2,209,한양대,2022년6월,310932
1445,2,210,뚝섬,2022년6월,655608
1446,2,211,성수,2022년6월,1076016
1447,2,212,건대입구(2),2022년6월,1119393
1448,2,213,구의,2022년6월,632540
1449,2,214,강변,2022년6월,896131
1450,2,215,잠실나루,2022년6월,383206
1451,2,216,잠실(2),2022년6월,2028396
1452,2,217,잠실새내,2022년6월,616580
1453,2,218,종합운동장(2),2022년6월,441176
1454,2,219,삼성,2022년6월,1466875
1455,2,220,선릉,2022년6월,1285855
1456,2,221,역삼,2022년6월,1473736
1457,2,222,강남,2022년6월,2182162
1458,2,223,교대(2),2022년6월,1012875
1459,2,224,서초,2022년6월,559773
1460,2,225,방배,2022년6월,489500
1461,2,226,사당(2),2022년6월,1245557
1462,2,227,낙성대,2022년6월,748376
1463,2,228,서울대입구,2022년6월,1285144
1464,2,229,봉천,2022년6월,615690
1465,2,230,신림,2022년6월,1612560
1466,2,231,신대방,2022년6월,706581
1467,2,232,구로디지털단지,2022년6월,1570697
1468,2,233,대림(2),2022년6월,701346
1469,2,234,신도림,2022년6월,1383906
1470,2,235,문래,2022년6월,606816
1471,2,236,영등포구청(2),2022년6월,604864
1472,2,237,당산,2022년6월,589608
1473,2,238,합정(2),2022년6월,981060
1474,2,239,홍대입구,2022년6월,1868592
1475,2,240,신촌,2022년6월,998589
1476,2,241,이대,2022년6월,406981
1477,2,242,아현,2022년6월,278038
1478,2,243,충정로(2),2022년6월,280961
1479,2,244,용답,2022년6월,84598
1480,2,245,신답,2022년6월,52146
1481,2,246,신설동(2),2022년6월,103366
1482,2,247,도림천,2022년6월,38357
1483,2,248,양천구청,2022년6월,199178
1484,2,249,신정네거리,2022년6월,295604
1485,2,250,용두,2022년6월,66087
1486,3,309,지축,2022년6월,135989
1487,3,310,구파발,2022년6월,579602
1488,3,311,연신내(3),2022년6월,969732
1489,3,312,불광(3),2022년6월,497619
1490,3,313,녹번,2022년6월,382158
1491,3,314,홍제,2022년6월,468291
1492,3,315,무악재,2022년6월,112175
1493,3,316,독립문,2022년6월,216332
1494,3,317,경복궁,2022년6월,775383
1495,3,318,안국,2022년6월,677065
1496,3,319,종로3가(3),2022년6월,328791
1497,3,320,을지로3가(3),2022년6월,288422
1498,3,322,동대입구,2022년6월,274680
1499,3,323,약수(3),2022년6월,353117
1500,3,324,금호,2022년6월,206867
1501,3,325,옥수,2022년6월,267789
1502,3,326,압구정,2022년6월,949766
1503,3,327,신사,2022년6월,840508
1504,3,328,잠원,2022년6월,131108
1505,3,329,고속터미널(3),2022년6월,1336554
1506,3,330,교대(3),2022년6월,247886
1507,3,331,남부터미널,2022년6월,825230
1508,3,332,양재,2022년6월,1090347
1509,3,333,매봉,2022년6월,320523
1510,3,334,도곡,2022년6월,149258
1511,3,335,대치,2022년6월,310948
1512,3,336,학여울,2022년6월,68102
1513,3,337,대청,2022년6월,260410
1514,3,338,일원,2022년6월,272276
1515,3,339,수서,2022년6월,512400
1516,3,340,가락시장(3),2022년6월,241694
1517,3,341,경찰병원,2022년6월,194509
1518,3,342,오금(3),2022년6월,153399
1519,4,409,당고개,2022년6월,233293
1520,4,410,상계,2022년6월,500064
1521,4,411,노원(4),2022년6월,606595
1522,4,412,창동,2022년6월,762772
1523,4,413,쌍문,2022년6월,737066
1524,4,414,수유,2022년6월,945133
1525,4,415,미아,2022년6월,401272
1526,4,416,미아사거리,2022년6월,743977
1527,4,417,길음,2022년6월,576706
1528,4,418,성신여대입구,2022년6월,556197
1529,4,419,한성대입구,2022년6월,381434
1530,4,420,혜화,2022년6월,960719
1531,4,421,동대문(4),2022년6월,558404
1532,4,422,동대문역사문화공원(4),2022년6월,391037
1533,4,423,충무로(4),2022년6월,744854
1534,4,424,명동,2022년6월,612664
1535,4,425,회현,2022년6월,717240
1536,4,426,서울역(4),2022년6월,530165
1537,4,427,숙대입구,2022년6월,370852
1538,4,428,삼각지(4),2022년6월,187351
1539,4,429,신용산,2022년6월,515991
1540,4,430,이촌,2022년6월,289859
1541,4,431,동작,2022년6월,72625
1542,4,432,이수(총신대입구),2022년6월,580298
1543,4,433,사당(4),2022년6월,659096
1544,4,434,남태령,2022년6월,33336
1545,5,2511,방화,2022년6월,182422
1546,5,2512,개화산,2022년6월,151747
1547,5,2513,김포공항(5),2022년6월,233800
1548,5,2514,송정,2022년6월,174475
1549,5,2515,마곡,2022년6월,282040
1550,5,2516,발산,2022년6월,588511
1551,5,2517,우장산,2022년6월,396936
1552,5,2518,화곡,2022년6월,730621
1553,5,2519,까치산(5),2022년6월,763770
1554,5,2520,신정,2022년6월,313954
1555,5,2521,목동,2022년6월,492111
1556,5,2522,오목교,2022년6월,638487
1557,5,2523,양평(5),2022년6월,192956
1558,5,2524,영등포구청(5),2022년6월,114265
1559,5,2525,영등포시장,2022년6월,300215
1560,5,2526,신길(5),2022년6월,121853
1561,5,2527,여의도(5),2022년6월,771030
1562,5,2528,여의나루,2022년6월,397491
1563,5,2529,마포,2022년6월,388429
1564,5,2530,공덕(5),2022년6월,397062
1565,5,2531,애오개,2022년6월,178182
1566,5,2532,충정로(5),2022년6월,119145
1567,5,2533,서대문,2022년6월,502766
1568,5,2534,광화문,2022년6월,869594
1569,5,2535,종로3가(5),2022년6월,386147
1570,5,2536,을지로4가(5),2022년6월,168494
1571,5,2537,동대문역사문화공원(5),2022년6월,86465
1572,5,2538,청구(5),2022년6월,99210
1573,5,2539,신금호,2022년6월,185546
1574,5,2540,행당,2022년6월,199588
1575,5,2541,왕십리(5),2022년6월,151207
1576,5,2542,마장,2022년6월,148243
1577,5,2543,답십리,2022년6월,409941
1578,5,2544,장한평,2022년6월,499338
1579,5,2545,군자(5),2022년6월,349977
1580,5,2546,아차산,2022년6월,409196
1581,5,2547,광나루,2022년6월,355131
1582,5,2548,천호(5),2022년6월,527527
1583,5,2549,강동,2022년6월,494091
1584,5,2550,길동,2022년6월,230608
1585,5,2551,굽은다리,2022년6월,258976
1586,5,2552,명일,2022년6월,253982
1587,5,2553,고덕,2022년6월,262949
1588,5,2554,상일동,2022년6월,379099
1589,5,2555,둔촌동,2022년6월,228326
1590,5,2556,올림픽공원(5),2022년6월,118982
1591,5,2557,방이,2022년6월,204791
1592,5,2558,오금(5),2022년6월,102082
1593,5,2559,개롱,2022년6월,185804
1594,5,2560,거여,2022년6월,271797
1595,5,2561,마천,2022년6월,197660
1596,5,2562,강일,2022년6월,124134
1597,5,2563,미사,2022년6월,467655
1598,5,2564,하남풍산,2022년6월,117210
1599,5,2565,하남시청,2022년6월,197706
1600,5,2566,하남검단산,2022년6월,172215
1601,6,2611,응암,2022년6월,482337
1602,6,2612,역촌,2022년6월,121290
1603,6,2613,불광(6),2022년6월,125808
1604,6,2614,독바위,2022년6월,83548
1605,6,2616,구산,2022년6월,159567
1606,6,2617,새절,2022년6월,331113
1607,6,2618,증산,2022년6월,275931
1608,6,2619,디지털미디어시티(6),2022년6월,420115
1609,6,2620,월드컵경기장,2022년6월,225212
1610,6,2621,마포구청,2022년6월,352945
1611,6,2622,망원,2022년6월,430366
1612,6,2623,합정(6),2022년6월,388202
1613,6,2624,상수,2022년6월,303798
1614,6,2625,광흥창,2022년6월,240828
1615,6,2626,대흥,2022년6월,240276
1616,6,2627,공덕(6),2022년6월,475851
1617,6,2628,효창공원앞,2022년6월,180688
1618,6,2629,삼각지(6),2022년6월,183122
1619,6,2630,녹사평,2022년6월,155703
1620,6,2631,이태원,2022년6월,397153
1621,6,2632,한강진,2022년6월,298440
1622,6,2633,버티고개,2022년6월,60494
1623,6,2634,약수(6),2022년6월,101668
1624,6,2635,청구(6),2022년6월,102389
1625,6,2636,신당(6),2022년6월,237321
1626,6,2637,동묘앞(6),2022년6월,236435
1627,6,2638,창신,2022년6월,83094
1628,6,2639,보문,2022년6월,190408
1629,6,2640,안암,2022년6월,321981
1630,6,2641,고려대,2022년6월,221912
1631,6,2642,월곡,2022년6월,312558
1632,6,2643,상월곡,2022년6월,160914
1633,6,2644,돌곶이,2022년6월,241382
1634,6,2645,석계(6),2022년6월,353165
1635,6,2646,태릉입구(6),2022년6월,176323
1636,6,2647,화랑대,2022년6월,252212
1637,6,2648,봉화산,2022년6월,233283
1638,7,2711,장암,2022년6월,30065
1639,7,2712,도봉산(7),2022년6월,312258
1640,7,2713,수락산,2022년6월,357894
1641,7,2714,마들,2022년6월,338562
1642,7,2715,노원(7),2022년6월,581765
1643,7,2716,중계,2022년6월,366329
1644,7,2717,하계,2022년6월,464329
1645,7,2718,공릉,2022년6월,328863
1646,7,2719,태릉입구(7),2022년6월,237113
1647,7,2720,먹골,2022년6월,275423
1648,7,2721,중화,2022년6월,287662
1649,7,2722,상봉(7),2022년6월,449304
1650,7,2723,면목,2022년6월,414885
1651,7,2724,사가정,2022년6월,444802
1652,7,2725,용마산,2022년6월,164031
1653,7,2726,중곡,2022년6월,281147
1654,7,2727,군자(7),2022년6월,331261
1655,7,2728,어린이대공원,2022년6월,415722
1656,7,2729,건대입구(7),2022년6월,394565
1657,7,2730,뚝섬유원지,2022년6월,265886
1658,7,2731,청담,2022년6월,579565
1659,7,2732,강남구청,2022년6월,486193
1660,7,2733,학동,2022년6월,646555
1661,7,2734,논현,2022년6월,528312
1662,7,2735,반포,2022년6월,163788
1663,7,2736,고속터미널(7),2022년6월,400547
1664,7,2737,내방,2022년6월,393353
1665,7,2738,이수(7),2022년6월,443623
1666,7,2739,남성,2022년6월,288021
1667,7,2740,숭실대입구,2022년6월,367829
1668,7,2741,상도,2022년6월,300208
1669,7,2742,장승배기,2022년6월,245548
1670,7,2743,신대방삼거리,2022년6월,406031
1671,7,2744,보라매,2022년6월,228158
1672,7,2745,신풍,2022년6월,317636
1673,7,2746,대림(7),2022년6월,244595
1674,7,2747,남구로,2022년6월,432229
1675,7,2748,가산디지털단지(7),2022년6월,1089209
1676,7,2749,철산,2022년6월,598046
1677,7,2750,광명사거리,2022년6월,608022
1678,7,2751,천왕,2022년6월,298818
1679,7,2752,온수(7),2022년6월,267370
1680,8,2811,암사,2022년6월,458496
1681,8,2812,천호(8),2022년6월,479764
1682,8,2813,강동구청,2022년6월,286989
1683,8,2814,몽촌토성,2022년6월,179453
1684,8,2815,잠실(8),2022년6월,500296
1685,8,2816,석촌(8),2022년6월,247503
1686,8,2817,송파,2022년6월,233154
1687,8,2818,가락시장(8),2022년6월,233399
1688,8,2819,문정,2022년6월,568243
1689,8,2820,장지,2022년6월,455934
1690,8,2821,복정(8),2022년6월,227680
1691,8,2822,산성,2022년6월,155091
1692,8,2823,남한산성입구,2022년6월,360664
1693,8,2824,단대오거리,2022년6월,288815
1694,8,2825,신흥,2022년6월,130293
1695,8,2826,수진,2022년6월,141454
1696,8,2827,모란(8),2022년6월,114352
1697,8,2828,남위례,2022년6월,156553
1698,9,4126,언주,2022년6월,50032
1699,9,4127,선정릉,2022년6월,44927
1700,9,4128,삼성중앙,2022년6월,36482
1701,9,4129,봉은사,2022년6월,86863
1702,9,4130,종합운동장(9),2022년6월,20012
1703,9,4131,삼전,2022년6월,45961
1704,9,4132,석촌고분,2022년6월,38963
1705,9,4133,석촌(9),2022년6월,48919
1706,9,4134,송파나루,2022년6월,41365
1707,9,4135,한성백제,2022년6월,21823
1708,9,4136,올림픽공원(9),2022년6월,41191
1709,9,4137,둔촌오륜,2022년6월,10223
1710,9,4138,중앙보훈병원,2022년6월,57423
1711,1,150,서울역(1),2022년7월,1339173
1712,1,151,시청(1),2022년7월,657393
1713,1,152,종각,2022년7월,985824
1714,1,153,종로3가(1),2022년7월,698755
1715,1,154,종로5가,2022년7월,642341
1716,1,155,동대문(1),2022년7월,319821
1717,1,156,신설동(1),2022년7월,377013
1718,1,157,제기동,2022년7월,496234
